startup_name ;Industries;Location;Investor Name;Lead Investor ;Number of Investors;Funding Type ;Month;Day;Year
Canopy Connect;Auto Insurance, Commercial Insurance, Developer APIs, FinTech, Insurance, InsurTech, Lending, Property Insurance;Beaverton, Oregon, United States, North America;9Yards Capital, Elefund, Global Financial Technology Ventures, LocalGlobe, Nevcaut Ventures, Nimble Partners;Nevcaut Ventures;6;Series A;Oct;25;2023
Traba;CRM, Local, Marketplace, Staffing Agency;New York, New York, United States, North America;Founders Fund, Khosla Ventures;Founders Fund;2;Series A ;Oct;26;2023
XL8;Artificial Intelligence (AI), Machine Learning, Software;San Jose, California, United States, North America;Atinum Partners, KB Investment;KB Investment;2;Series A ;Sep;26;2023
Abridge;Artificial Intelligence (AI), Health Care, Intelligent Systems, Machine Learning, Medical;Pittsburgh, Pennsylvania, United States, North America;American College of Cardiology, Bessemer Venture Partners, CVS Health Ventures, Kaiser Permanente Ventures, LifePoint Health, Mayo Clinic, SCAN Group, Spark Capital, UCOP;Spark Capital;9;Series B;Oct;26;2023
Kolena;Analytics, Artificial Intelligence (AI), Consulting, Education, Machine Learning, Quality Assurance, Software;San Francisco, California, United States, North America;11.2 Capital, Bloomberg Beta, lobby capital, SignalFire, Zero Prime Ventures;"
lobby capital";5;Series A;Sep;26;2023
Erudit;Analytics, Artificial Intelligence (AI), Business Information Systems, Business Intelligence, Data Integration, Employment, Management Information Systems, Natural Language Processing, Psychology, Wellness;Miami, Florida, United States, North America;Athos Capital, Conexo Ventures, Fondo Bolsa Social, IGNIA, True Blue Partners;Athos Capital, Conexo Ventures, Fondo Bolsa Social, IGNIA, True Blue Partners;5;Series A;Sep;26;2023
UserEvidence;Information Technology, SaaS, Service Industry;Jackson, Wyoming, United States, North America;Afore Capital, Crosslink Capital, Founder Collective, NEXT Frontier Capital;Crosslink Capital;4;Series A;Sep;26;2023
showd.me;B2B, Employee Benefits, Human Resources, SaaS;New York, New York, United States, North America;Blue Heron Capital, Spring Mountain Capital;Blue Heron Capital, Spring Mountain Capital;2;Series A;Sep;27;2023
PortX;Data Integration, Financial Services, FinTech, Information Technology, Payments, Software;Mercer Island, Washington, United States, North America;BankTech Ventures, Btech Consortium, Curql, EJF Capital, FUSE;Curql, FUSE;5;Series B;Sep;27;2023
Funnel;Cloud Data Services, Marketing, Property Management, Real Estate, SaaS;Odessa, Florida, United States, North America;RET Ventures, Trinity Ventures;RET Ventures;2;Series B;Oct;30;2023
Aqtual;Biotechnology, Health Care, Machine Learning, Wellness;Hayward, California, United States, North America;Genoa Ventures, Manta Ray Ventures, Yu Galaxy;Genoa Ventures, Manta Ray Ventures, Yu Galaxy;3;Series ;Oct;31;2023
Espresa;Apps, Employee Benefits, Enterprise Software, Event Management, Human Resources, SaaS, Software;Palo Alto, California, United States, North America;Clear Ventures, Crosslink Capital, New Era Capital Partners, Ridge Ventures, WestWave Capital;"
Clear Ventures";5;Series A;Oct;31;2023
Chainguard;Cloud Security, Developer Tools, Enterprise Software, Open Source, Security;Kirkland, Washington, United States, North America;Amplify Partners, Banana Capital, MANTIS Venture Capital, Sequoia Capital, SignalRank, Spark Capital;Spark Capital;6;Series B;Nov;1;2023
Govly;GovTech, Market Research, SaaS, Sales Automation;Denver, Colorado, United States, North America;FundersClub, Insight Partners, Nordic Eye Venture Capital, Y Combinator;Insight Partners;4;Series A;Nov;2;2023
Frontegg;Compliance, Cyber Security, Developer Tools, Enterprise Software, Identity Management, SaaS;Mountain View, California, United States, North America;Insight Partners, Stripes;Insight Partners, Stripes;2;Series A;nov;6;2023
ImpriMed;Artificial Intelligence (AI), Biotechnology, Machine Learning, Medical, Veterinary;Mountain View, California, United States, North America;Byucksan, Han River Partners, Ignite Innovation Fund, Korea Development Bank, Mayo Clinic, Murex Partners, Samyang Chemical Group, SBVA, SK Telecom Ventures;SBVA;9;Series A;Nov;6;2023
Kloudfuse;Artificial Intelligence (AI), Cloud Infrastructure, Data Visualization, Software;Cupertino, California, United States, North America;Aspenwood Ventures, Blumberg Capital, Exponent, HighSage Ventures, Newlands;Newlands;5;Series A;Nov;6;2023
ShipHawk;Logistics, SaaS, Shipping, Software, Transportation;Santa Barbara, California, United States, North America;Autotech Ventures, PeakSpan Capital;PeakSpan Capital;2;Series B;nov;7;2023
CAST AI;Artificial Intelligence (AI), Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Security, Developer Platform, Developer Tools, DevOps, SaaS, Software;Miami, Florida, United States, North America;Creandum, Hedosophia, Uncorrelated Ventures, Vintage Investment Partners;Hedosophia, Vintage Investment Partners;4;Series B;Nov;7;2023
Snaptrude;3D Technology, CAD, Data Visualization, Real Estate;New York, New York, United States, North America;Accel, Fortius Ventures, Foundamental, SN Damani, Syntax Ventures, Z Nation Lab;Accel, Foundamental;6;Series A;Nov;9;2023
Manifold;Artificial Intelligence (AI), Enterprise Software, Health Care, Life Science, Software;Newton, Massachusetts, United States, North America;Amar Kendale, Andrew Bialecki, Brad Porter, Calibrate Ventures, Eric Just, Gaurav Singal, Jon Karlen, Pravin Soni, Sachin Jain, SilverArc Capital, SK Ventures, Steve Fredette, TQ Ventures, TTCER Partners;TQ Ventures;14;Series A;Nov;14;2023
OfferFit;A/B Testing, Artificial Intelligence (AI), Machine Learning, Marketing Automation;Boston, Massachusetts, United States, North America;Alumni Ventures, Burst Capital, Canvas Prime, Capital One, Capital One Ventures, Carbide Ventures, Harmony Partners, Menlo Ventures, Ridge Ventures;Menlo Ventures;9;Series B;Nov;14;2023
Bezi;3D Technology, Artificial Intelligence (AI), Collaboration, Developer Tools, Gaming;San Francisco, California, United States, North America;Akshay Kothari, Arash Ferdowsi, Benchmark, Dantley Davis, Designer Fund, Lenny Rachitsky, Ryan Hoover, Siqi Chen, Suhail Doshi, Uncork Capital;Benchmark;10;Series A;Nov;15;2023
Virdee Inc.;Apps, Information Technology, Mobile, Mobile Apps, SaaS, Software;Austin, Texas, United States, North America;Alumni Ventures, Capital Factory, Koch Real Estate Investments, Moneta Ventures, Silverton Partners;Moneta Ventures;5;Series A;Nov;15;2023
Vendelux;Artificial Intelligence (AI), Business Intelligence, Events, SaaS;New York, New York, United States, North America;Alexander Theuma, Alumni Ventures, Cervin Ventures, Chris Murphy, Cyril Berdugo, FirstMark, Future Back Ventures by Bain & Company, Jay Weintraub, Jonathan Weiner, Unpopular Ventures;"
Alumni Ventures, FirstMark";10;Series A;Nov;21;2023
Weavix;Communications Infrastructure, CRM, Information Technology, Software;Wichita, Kansas, United States, North America;Four More Capital, Insight Partners, Perkins Coie, The Friedkin Group;Insight Partners;4;Series B;Nov;21;2023
Privy;Cyber Security, Developer APIs, Web3;New York, New York, United States, North America;Archetype, BlueYard Capital, Paradigm, Sequoia Capital;Paradigm;4;Series A;Nov;21;2023
RepeatMD;CRM, E-Commerce, Health Care, Medical, Wellness;Houston, Texas, United States, North America;Centana Growth Partners, Full In, Mercury, PROOF;Centana Growth Partners, Full In;4;Series A;Nov;27;2023
CapitalOS;FinTech, SaaS, Software;San Francisco, California, United States, North America;Group 11, Huey Lin, Marc Rowan, Michael Sindicich, Oz Alon, Raphael Ouzan, Roby Baruch, Slow Ventures, Tomer London, Upper90, Vera Equity, Yin Yin Wu;Group 11;12;Series A;Nov;28;2023
Candex;Business Information Systems, Cloud Management, FinTech, Payments;New York, New York, United States, North America;Altos Ventures, Amex Ventures, Craft Ventures, Edenred Capital Partners, Goldman Sachs Asset Management, Hedosophia, JP Morgan, NFX, World Innovation Lab;Goldman Sachs Asset Management;9;Series B;Nov;28;2023
Second Front Systems;Information Technology, National Security, SaaS, Security, Software;Wilmington, Delaware, United States, North America;AEI Horizon X, Moore Strategic Ventures, New Enterprise Associates;New Enterprise Associates;3;Series B;Nov;28;2023
Squint;Augmented Reality, Enterprise Software, Manufacturing, Software;San Francisco, California, United States, North America;Menlo Ventures, Sequoia Capital;Sequoia Capital;2;Series A;nov;29;2023
DuploCloud;Cloud Computing, Compliance, Developer APIs, DevOps, IT Infrastructure, SaaS;San Jose, California, United States, North America;Mayfield Fund, StepStone Group, WestBridge Capital;StepStone Group, WestBridge Capital;3;Series B;Nov;29;2023
Togheter AI;Artificial Intelligence (AI), Generative AI, Internet, IT Infrastructure, Open Source;San Francisco, California, United States, North America;Emergence Capital, Kleiner Perkins, NVIDIA;Kleiner Perkins, NVIDIA;3;Series A;Nov;29;2023
apty;Enterprise Software, SaaS, Software;Austin, Texas, United States, North America;645 Ventures, Companyon Ventures, Eudemian Ventures;—;3;Series A;Nov;30;2023
Syrup Tech;Artificial Intelligence (AI), E-Commerce, Enterprise Software, Fashion, Machine Learning, Retail, SaaS, Software;New York, New York, United States, North America;1984 Ventures, Accel, Atacama Ventures, Flybridge, Gradient;Accel;5;Series A;Dec;1;2023
Bikky;Restaurants, SaaS;New York, New York, United States, North America;Equal Ventures, Fika Ventures, Gutter Capital, Remarkable Ventures, Version One Ventures;Fika Ventures;5;Series A;Dec;1;2023
Rohirrim;Artificial Intelligence (AI), Generative AI, SaaS, Software;Reston, Virginia, United States, North America;GPVC, Insight Partners;Insight Partners;2;Series A;dec;4;2023
Pachama;Artificial Intelligence (AI), CleanTech, Forestry, Machine Learning, Marketplace;San Francisco, California, United States, North America;Lowercarbon Capital, Positive Ventures, T.Capital;T.Capital;3;Series B;Dec;5;2023
Ketryx;Artificial Intelligence (AI), Business Process Automation (BPA), Compliance, SaaS, Software;Cambridge, Massachusetts, United States, North America;E14 Fund, Lightspeed Venture Partners, Ubiquity Ventures;Lightspeed Venture Partners;3;Series A;Dec;5;2023
Replicate;Artificial Intelligence (AI), Cloud Infrastructure, Information Technology, Machine Learning, Open Source;San Francisco, California, United States, North America;Andreessen Horowitz, Heavybit, NVentures, Pledge Ventures, Sequoia Capital, Y Combinator;Andreessen Horowitz;6;Series B;Dec;5;2023
Spade;Artificial Intelligence (AI), Developer APIs, FinTech, Machine Learning;New York, New York, United States, North America;Andreessen Horowitz, Dash Fund, Everywhere Ventures, Flourish Ventures, Gradient, Y Combinator;Flourish Ventures;6;Series A;Dec;6;2023
Yogi;Artificial Intelligence (AI), Customer Service, Natural Language Processing, Predictive Analytics, Text Analytics;New York, New York, United States, North America;Blueprint Equity, Data Point Capital, Jaffray Woodriff, Remarkable Ventures, RTP Global, ScOp Venture Capital;Blueprint Equity;6;Series A;Dec;7;2023
Hayden AI;Analytics, Artificial Intelligence (AI), Big Data, Computer Vision, Geospatial, Machine Learning;San Francisco, California, United States, North America;Alumni Ventures, BootstrapLabs, Global Brain Corporation, KDDI Open Innovation Fund, Mitsubishi Electric Innovation Fund;Alumni Ventures;5;Series B;Dec;8;2023
Armanda;Artificial Intelligence (AI), Cloud Computing, Data Center, Software;San Francisco, California, United States, North America;137 Ventures, 8090 Industries, 8VC, Contrary, Felicis, Founders Fund, Friends & Family Capital, GTMfund, IQT, J.A.S Ventures, Jackson Moses, Koch Real Estate Investments, Lux Capital, Marlinspike Capital, Shield Capital, Silent Ventures, Valor Equity Partners;8090 Industries, Founders Fund, Shield Capital;17;Series A;Dec;11;2023
Nopsec;Enterprise Software, SaaS;Brooklyn, New York, United States, North America;HearstLab, K Street Capital;-;2;Series A ;Dec;12;2023
Zuper;Field Support, Information Technology, Productivity Tools, SaaS, Software;Sammamish, Washington, United States, North America;FUSE, Prime Venture Partners;FUSE;2;Series B ;Dec;13;2023
CurbWaste;CleanTech, Enterprise Software, SaaS, Software, Waste Management;New York, New York, United States, North America;B Capital, Flourish Ventures, Mucker Capital, TTV Capital;Flourish Ventures;4;Series A;Dec;14;2023
Petlibro;Consumer Goods, Information Technology, PaaS, Pet;HSG, Shenzhen Capital Group;HSG, Shenzhen Capital Group;Shenzhen Capital Group;2;Series B;Dec;19;2023
PolicyMap;CivicTech, Data Visualization, GovTech, Information Technology, Mapping Services, Software;Philadelphia, Pennsylvania, United States, North America;Ben Franklin Technology Partners, Spring Point Partners, The Reinvestment Fund;The Reinvestment Fund;3;Series A;Dec;19;2023
ScaleOps;Cloud Computing, DevOps, Software Engineering;New York, New York, United States, North America;Glilot Capital Partners, Lightspeed Venture Partners, NFX;Lightspeed Venture Partners;3;Series A;Dec;19;2023
Subject;E-Learning, EdTech, Media and Entertainment, SaaS;Beverly Hills, California, United States, North America;Evolution Ventures, Hannah Grey, Kleiner Perkins, L'ATTITUDE Ventures, L’ATTITUDE, Open Opportunity Fund, Outcomes Collective, Owl Ventures, TRB Advisors;Owl Ventures;9;Series A;Dec;22;2023
Owner;CRM, Restaurants, Software;Palo Alto, California, United States, North America;Activant Capital, Altman Capital, Dylan Field, Guillermo Rauch, Horsley Bridge Partners, Jack Altman, Jason Lemkin, Julian Shapiro, Max Altman, Max Mullen, Parker Conrad, Redpoint, Scott Belsky, Siqi Chen, Transpose Platform Management, Walter Kortschak, Zachary Perret;Altman Capital, Redpoint;17;Series B;Jan;2;2024
Perplexity;Artificial Intelligence (AI), Chatbot, Machine Learning, Natural Language Processing, Search Engine;San Francisco, California, United States, North America;Austen Allred, Balaji Srinivasan, Bessemer Venture Partners, Bezos Expeditions, Databricks Ventures, Davidovs Venture Collective, E1 Ventures, Factorial Funds, Guillermo Rauch, IVP, Jeff Bezos, Kindred Ventures, Naval Ravikant, New Enterprise Associates, NVIDIA, Tobias Lütke;IVP;16;Series B;Jan;4;2024
Anecdotes;Artificial Intelligence (AI), Compliance, Cyber Security, Data Governance, Risk Management, SaaS;Palo Alto, California, United States, North America;DTCP, Glilot Capital Partners, Red Dot Capital Partners, Shasta Ventures, Vertex Ventures, Vintage Investment Partners;Glilot Capital Partners;6;Series B;Jan;9;2024
